ID,Label,Gloss
B8712,sangkot sakkot,tersangkut; nyangkut
B8713,sangku sakku,kantong
B8714,sangonsop,sekali hisap
B8715,sangsang,masakan daging babi; dicincang halus dan dimasak dengan darahnya.
B8716,sangse,berkeliaran; dicampakkan mengenai kapal di laut; tersesat; terombang-ambing.
B8717,sangsi,manangsi:menentukan; menetapkan; menyita; tano na sinangsi:daerah dimana tidak boleh berperang; ari na sinangsi:hari yang ditetapkan tidak boleh perang; genjatan senjata; bdk juga:saksi.
B8718,sangsing,anjing yang bertelinga panjang dan terkulai.
B8719,saniang,boru saniang naga:nama dewi yang hidup di air; saudara perempuan dari batara guru; terhadapnya orang memuja air.
B8720,sanihe,sanihe=ragian
B8721,sansan,masansan:koyak; cabik; robek mengenai pakaian; manansanhon; mengoyakkan; merobekkan; mencabikkan.
B8722,sansar,manansar:mencacar; menyuntik; tungkang sansar:mantri cacar; juru suntik.
B8723,sansernep,tidur pulas; tapi sekejap
B8724,santabi,ucapan hormat:maaf; permisi; lihat:tabi
B8725,santan,santan; minyak kelapa; na sinantan:sesuatu yang dimasak dengan santan.
B8726,santan sattan,santan
B8727,santi,santisanti:sesajen; kurban; persembahan terdiri dari dahanon; gambir; gambiri:sirih dan telur ayam; marsanti:merayakan pesta persembahan yang besar dan yang diadakan oleh horja; santi rea:pesta yang luar biasa besarnya contoh diadakan bila roh nenek moyang akan ditingkatkan menjadi sombaon; marsanti balatuk:berkumpul; berapat dalam mana semua orang yang ada kaitannya harus datang; mananti:membawa persembahan.
B8728,santik,santik=loting; manantik:menyalakan api; batu api; memantik; menggesek batu agar berapi; manantikhon:membuat api dengan pemantik api; santik parbinegeanna (parnidaanna); dia mendengar; (melihat:at) sedikit; tidak tajam pendengarannya; kabur penglihat:atannya.
B8729,santua,tikus.
B8730,santun,berbudi bahasa; beradap; sopan.
B8731,santung,i. jantung pisang; santungan:tandan pisang; sasantungan:setandan pisang. ii. santungsantung:menjulang; ujung atap yang menjulang di muka ruma:berlintangan.
B8732,santung sattung,jantung pisang
B8733,santuntum,sekuntum
B8734,sao,sauh; jangkar; tali sao:rantai jangkar.
B8735,saoan,cawan; mangkok besar; dari mana orang minum.
B8736,saok,manaok:menggonseng; memanggang sesuatu.
B8737,saonari,sekarang.
B8738,saonari ragat ni pesta,sekarang musim sibuk mengadakan pesta.
B8739,saong,tudung; naung; payung yang dianyam dari daun pandan; berbentuk atap kecil; juga daun yang dipakai sebagai tudung; saong jegak:payung dari pandan yang dapat digulung; saong tamba:payung yang lebar yang dipakai para perempuan sewaktu bekerja di ladang; saong boruboru; saong lompit:idem; marsaongsaong:menutup kepala dengan ulos tetapi muka masih nampak; udan na so hasaongan:hujan deras terhadap mana payung tidak dapat menolong; hujan lebat; p.b.; udan na so hasaongan; alogo so hapudian:hujan terhadap mana payung tidak dapat menolong; angin terhadap mana tidak ada tudung yang menahannya; artinya sesuatu terhadap mana tidak dapat diberi pertolongan; terhadap mana orang tidak dapat berbuat apa-apa; diparsaong (pinarsaong); memakai sesuatu sebagai tudung; contoh daun pisang yang lebar; ditudungkan.
B8740,saop,saop=abit (and); segala sesuatu yang dikenakan pada tubuh.
B8741,saor,bercampur; mencampur; membaur; bergaul; bersatu; gabung; kawin; manaorhon:mencampurkan sesuatu; pasaorhon:mencampurkan; menghubungkan satu sama lain; parsaoran:pencampuran; pergaulan; ruhut parsaoran:aturan pergaulan; penghidupan sosial; hasaoran:hal bersatu; percampuran; na tonggi saor na paet:yang manis dan yang pahit dicampur; saor arsak:bercampur susah hati; campur sedih.
B8742,saotik,lihat:otik.
B8743,sap,berlumuran; belepotan; dikotori; tercemar; sap gambo:dilumuri lumpur; sap mudar:dilumuri darah; berlumur darah.
B8744,sap mudar,darah menempel
B8745,sapa,i. capah; piring kayu. ii. terwujud mengenai mimpi buruk sehingga orang tidak usah takut lagi.
B8746,sapadang,sejenis sorgum yang bijinya kelihat:atan seperti benih padang dan diperbuat jadi lampet
B8747,sapal,sapalsapal ni ulaon:pekerjaan yang paling kotor atau yang paling keji dipakai sebagai cercaan; limbah kerja.
B8748,sapala,sapala=molo pala:kepalang; mumpung; bila sekali sudah; bila sudah sampai sedemikian sehingga; sapala na pinungka ingkon sidung:bila sudah memulai dengan sesuatu; haruslah itu diselesaikan.
B8749,sapang,manapangi:menahan sesuatu dalam perjalanan.
B8750,sapardalanan,seperjalanan
B8751,sapata,kutukan kualat yang letak kepada seseorang karena kejahatan yang dilakukannya; marsapata tu ho ma i:kutukannya akan jatuh pada engkau; hona sapata:kena kutuk; terkutuk; terkena hukum karma; papurpur sapata:lihat:purpur. sapi:mirip; serupa; hal kecokcokan; irama; sapi (tu); mirip pada; sesuai; sapi goar nasida:nama mereka adalah sesuai contoh pada orang-orang yang bertunangan; yang namanya diperiksa oleh datu apakah di antara nama mereka ada persesuaian atau tidak; pasapihon:membuat serupa; menyesuaikan; menalakan alat bunyi-bunyian; pasapihon hata:membuat kata-kata supaya berirama.
B8752,sapata ,kutuk
B8753,sapi,Lombu sitio
B8754,sapiri,kalau; jika; bilamana; dipakai pada sumpah; sapiri hubuat:bila saya mengambil sumpah itu; saya akan kena kutuk; masapiri=disipirihon:bersumpah.
B8755,sapor,ijuk yang dipakai sebagai penutup tong; tempat menyimpan tuak; sewaktu menuangkan; tuak itu melalui ijuk itu seolah-olah melalui saringan; ijuk; penyaring tuak.
B8756,saporti,saporti=songon.
B8757,sapot,kelat; tajam; asam mengenai citarasa; sapot nipi:mimpi yang meramalkan sesuatu celaka; mimpi buruk; menyakiti.
B8758,sapsap,i. curam mengenai bukit; sapsap bire:tebing yang curam; terjal. ii. manapsap:memotong contoh telinga pencuri.
B8759,sapu,i. sapu; manapu:menyapu. ii. berlumur (= sap); marsapu mudar:berlumur darah; p.b.; anak ni datu marsapusapu taoar; anak ni naduma margulugulu indahan:anak datu dapat melapui dirinya dengan obat; anak orang kaya mengguling-guling dirinya dalam nasi; karena mereka mempunyai itu; manapu dohot:menyapu; melumas dengan sesuatu; disapu orbuk bohina:penuh debu mukanya.
B8760,saput,kain pembungkus orang mati; saputsaput:pembungkus; bungkusan; sampul; manaputi:membungkus; menyelaputi; saputan:bungkusan kecil; paket.
B8761,saput; ulos saput,selimut adat orang mati
B8762,sar,tersiar; tersebar luas; terberita; diketahui mengenai desas desus; sar dibege:dia dengar pemberitahuan itu; berita tentang itu.
B8763,sar barita; pur alu-alu,tersiar berita dan beredar desas-desus
B8764,sara,berserak; bertaburan; terhambur; marsara:berserak; bertabur; sarasara:sapu yang kasar; manarai; manarahon:menyapu; mengumpulkan dengan sapu.
B8765,sarak,sama rata; tertabur; tersabur; serak; manarakhon:membagi-bagi sama rata; padi di ladang ditanam demikian rupa sehingga semua rata tertanam.
B8766,saraksaruk,kacau; tidak teratur; morat-marit; porak-poranda.
B8767,sarama,marsarama:tergoncang tangan oleh senjata; gerakan yang bergoyang-goyang; manaramahon hujur:mengayunkan lembing; sarama jau:sakratmaut; gerakan terakhir yang dibuat orang yang mau mati; pertarungan maut; saramasarama:sejenis burung yang kecil.
B8768,sarang,i. sarang serangga:sarang semut; sarangan:idem; sarang banua:sejenis pohon yang daunnya berbau harum. ii. manarang:menangkal hujan; menjauhkan hujan dengan jampi; menghentikan hujan dengan sihir; panarangon:jampi untuk menjauhkan hujan; penangkalan hujan.
B8769,sarangsang,manarangsang:menangkap; menyerang; menerkam.
B8770,saraoal,celana; serual.
B8771,saraoar (saraoal),celana pria
B8772,sarapa,sejenis parsili:gambaran orang yang dibuat dari batang pisang secara kasar dan dibawa keluar sebagai orang mati untuk menggantikan orang sakit.
B8773,sara-sara,sapu lidi
B8774,sarat,manarat:menyeret; menarik; manaratnarat:idem; manaratnarat hatana:mengatakan sesuatu lantas ia pergi.
B8775,saratna,saratna=asal (angk).
B8776,sarbe,terlalu panjang menjulur mengenai atap atau rambut; sarbesarbe:rambu-rambu yang menjulur ke bawah; terjulur-julur; terjumbai-jumbai.
B8777,sarbing,digigit tiba-tiba
B8778,sarbut,i. manarbuti:mencabut; menyentak; sarbut panaili:penglihat:atan yang marah; cemberut. ii. sumarbut:meminjam; sumarbut gade:meminjam sesuatu dari orang untuk diberikan kepada orang lain sebagai gadai.
B8779,sarbut; sarut,curi gigit secara cepat
B8780,sarea,manarea:menyuruh keluar untuk bekerja; mencari nafkah di luar kampung.
B8781,sarendeng,(bdk endeng); miring; landai; hamparan yang sedikit mereng.
B8782,sargang,duduk dengan kedua kaki melebar
B8783,sarge,bertebaran; gembur mengenai tanah; pasir; pasargehon:menggemburkan sesuatu; menyerakkan.
B8784,sargut,i. manargut:banyak. ii. = harat (angk).
B8785,sarhap,3-5 kayu melintang dari mana gerbang kampung terdiri; beroti yang melintang pada pintu.
B8786,sari,i. terurus; mengurus; ho ma na sari disi:engkaulah mengurusnya; itu adalah urusanmu; manarihon:mengurus; memperdulikan; memperhatikan; memikirkan; mengayomi; pasarisarihon:selalu memikirkan; berupaya mengurus; panarion:urusan; upaya pengurusan. ii. sari:encok; sarion:berpenyakit encok. iii. marhusari:lihat:husari. saribungbung:sejenis tanaman.
B8787,saridondon,lumpur; daki yang menebal; kotoran yang pekat; kumal badan; lihat:dondon
B8788,sarimatua,lihat:tua
B8789,sarimborbor,serangga sibur-sibur; yang keluar dari tanah pada waktu malam dan hanya hidup semalam saja; kelekatu.
B8790,sarindan,benalu; tumbuhan parasit pada pohon-pohon kayu; p.b.; mate unte dibahen sarindan:pohon jeruk mati kerena benalu; artinya:orang asing mempergemuk dirinya atas tanggungan penduduk.
B8791,sarindan sariddan,benalu
B8792,saring,saringsaring:insang ikan; sirip; rahang ikan; saringsaring mandolok:gema; juga:lobang dalam tanah dalam mana terdapat batu yang mengandung besi (meteor?).
B8793,saringan,saringan; penapis; aek saringan:air yang telah disaring; air saringan.
B8794,saringar,pantulan suara; kumandang; gaung; gema; marsaringar:bergema; bergaung; marsaringar dibagasan pinggol:masih berbunyi di telinga.
B8795,saringgok,sumaringgok:menangis; mengaduh; meraung-raung; meratap ramai-ramai.
B8796,saringkat sarikkat,perkumpulan
B8797,saring-saring,tulang-belulang
B8798,sarintaktak,sarintaktak = rintaktak. sarira; manarira:menyusuri mengenai dukacita; dingin dan kesusahan.
B8799,sarita,sesal; manarita:menyesal; manaritai:menyesali orang; hona sarita:dimarahi; kena marah; kena kritik.
B8800,sarnat,terjatuh; rebah; jatuh dengan keras karena berat; tergeletak.
B8801,saro,pondok kecil; pondok tempat orang menginap di luar; marsaro:mengadakan penjagaan di luar; ronda malam; parsaro:penjaga; peronda; orang yang menjaga; saro batak:rumah asli batak; saro gedung:rumah gedong; parsaroan:perkemahan; perhentian; rumah penginapan.
B8802,sarondam,sejenis ular raksasa yang juga dapat berenang di air; dari:asa (lihat:sa ii) dan rondam
B8803,sarop,sarop=romba.
B8804,saroso,manaroso:menerkam mengenai binatang buas.
B8805,sarpang,manarpang:menggulung; bergulung; sarampangan:segulungan contoh rotan.
B8806,sarsar,i. masarsar:remuk; pecah berkeping-keping; jatuh dalam beberapa potongan; angka sarsar:idem; manarsar:jatuh berpotong-potong; terbuka; kembang contoh bunga palem. ii. sumarsar:berceraiberai; terpecah-belah; sisumarsar:yang cerai berai; yang tercecer.
B8807,saru,manaru:membuang mimpi buruk dengan melakukan pesta dan kurban. saruan:besar.
B8808,sarudung,sejenis monyet; kera.
B8809,sarulla,sejenis siala; nama daerah di lembah batangtoru.
B8810,sarundang,sejenis bunga.
B8811,sarune,serunai; sejenis klarinet; juga:nafiri; marsarune:meniup alat musik ini; parsarune:orang yang meniup; peniup serunai.
B8812,sarung,sarung pisau; sarung ni pat:kaus kaki; manarungi:membuat sarung; pasarunghon:menyarungkan pisau; memasukkan sesuatu ke dalam sarung; sarung marnaek:sejenis pohon kayu yang kayunya lembek; sarung hujur:uang yang diberikan seseorang yang dikejar-kejar karena perbuatan jahat kepada para pengejarnya agar perkara itu didamaikan.
B8813,sarungga,obuk sarungga:tokong rambut; seberkas rambut kadang-kadang yang diketemukan di hutan; rambut homang kata orang.
B8814,sarungkap,manarungkap:mengungkapkan; memberitahukan; mengumumkan (bdk ungkap); sarungkapon ni bodil:perang akan memberitahukan; akan menentukan oleh sebab perang dilihat:at sebagai takhyul; sarungkapon ni raja:ponis raja akan menentukan.
B8815,sarupa,serupa
B8816,sarur,menceret; cirit; disentri.
B8817,sarut,manaruti:mencabut rumput dengan gigi mengenai binatang; menggigiti dengan gigi depan; menggerogoti. sasa; i. masasa:runtuh mengenai tembok; dinding batu; merata mengenai rumput yang diduduki atau padi yang rebah; manasa:merebahkan tumbuh-tumbuhan.ii. sasa:sejenis rotan.
B8818,sasabi,lihat:sabi
B8819,sasagun,makanan dari tepung beras; gula dan buah kelapa.
B8820,sasak,marsasak:bunyi gemuruh hujan; menderu mengenai hujan.
B8821,sasap,tulang belikat; bagian bahu; oleh karena tulang belikat ini juga dipakai sebagai cangkul; maka cangkul-cangkul itu juga disebut sasap dengan mana pematang antar sawah-sawah ditandai dan dibersihkan; manasapi:mengikis; membersihkan pematang-pematang dari rerumputan dengan sekop.
B8822,sasi,i. manasi:menyembah; memohon; aha ma husasi tu ho:saya tidak merasa perlu menanya engkau. ii= saksi.
B8823,sati,sati=badia.
B8824,satik,satik=selep; masisatihan:saling membohongi; saling menuduh secara terselubung; sindir-menyindir.
B8825,sato,mencampuri urusan lain
B8826,satolop,setuju
B8827,satongkin,sebentar
B8828,satongkin satokkin,sebentar
B8829,satua,tikus
B8830,satuju,setuju
B8831,satuptup satolop,seia-sekata
B8832,saudagar,pedagang; saudagar.
B8833,saudara,darah; sinar muka; wajah berseri; cahaya pada muka orang yang sehat atau orang yang terkemuka; kemuliaan; hehe ma ho saudara ni gurungku:berdirilah kemuliaan guruku (datu); babi na marsaudara:babi yang gemuk yang disembelihat:pada pesta; saudara adalah juga satu dari ke-7 roh (= tondi) manusia yang sewaktu lahirnya bersama ari-arinya ditanam dan dari sana kadang-kadang mendatanginya untuk memperingatkannya.
B8834,saur,saur=sahat; saur matua:menjadi; mencapai umur tinggi; saur martatahuak:berkokok dengan kuat mengenai ayam hal mana kadang kala diperlukan pada sihir; dengke saur; (= dengke sahat); ikan yang dipersembahkan supaya mimpi yang baik dapat terwujud; manauri:mengucapkan "saur" sewaktu memberikan selamat; artinya:semoga terwujud (= amen).
B8835,saurang,sekali melahirkan
B8836,saut,jadi (lawan:sundat); terlaksana; hata saut:perundingan yang menghasilkan sesuatu; pudun saut:hasil yang dicapai dari suatu masalah; mangan pudun saut:setelah diputuskan masalah maka mereka makan bersama untuk memperkuatnya; parhata saut:orang yang penuh enersinya; yang meneruskan apa yang dihendakinya; pasauthon:meneruskan sesuatu; melaksanakan; menjadikan; manauthon:mengatakan "saut" setelah ucapan selamat (= manauri); mansauti:melaksanakan; mengerjakan.
B8837,sea,(bdk seang); maneahon; sumeahon:membuang sesuatu yang tidak berharga; yang tidak berguna; sumeahon dirina:mencampakkan diri; mengorbankan dirinya; meniadakan diri; membaktikan diri; menyianyiakan diri untuk kepentingan orang lain; siseasea=sibolong-bolong:apa yang dibuang sebagai tidak berguna; pemberian yang diberikan dari kelebihannya; maneaneahon:memberikan dengan cuma-cuma; tanpa imbalan; menyianyiakan. seak:sibur; tempurung yang dipakai untuk menimba (= dasar); cangkir; gayung batok.
B8838,seak-seak,gayung kecil
B8839,seang,terbuang; diboroskan; tertuang; sayang; paseanghon:memboroskan sesuatu; (parhaseang:bdk haseang). seat; maneat:memotong; menyembelihat:; menyayat; mengiris; tarseat:kena potong; kena sayat; tersayat; diseseati = seat; sanseat:sepotong; sekerat; paneatan:berkas pemotongan; juga:potongan; keratan; sumeat bibir:membakar mulut karena bicara tidak hati-hati; terlanjur bicara.
B8840,seat,potong dgn pisau
B8841,sebar,manebar hata:mengucapkan kata-kata yang muluk-muluk tetapi tidak berisi; bicara sesumbar.
B8842,sebe,peot bibir; bibir mencong; pasebesebe; sumebesebe:sewaktu berbicara bibir memencong.
B8843,sebur,marsebursebur:bertebaran; bdk sabur.
B8844,sebut,pasebut:hilir mudik; berjalan kian kemari; mundar-mandir; pasimpar pasebut:berjalan bersimpang siur; ramai berjalan kian kemari.
B8845,seda,seda=sega
B8846,sedang-sedang,sirsir; tar boi ma Pangalaho ni Pardagingon
B8847,sedeng,berpikir kurang normal
B8848,seder,miring; mencong; serong; seder matana:matanya juling; pandangan matanya mencong.
B8849,sega,(= seda); kacau; pecah; rusak; pasegahon; manegai; mansegai:merusakkan; memecahkan; memarahi; (juga:pasedahon; mansedai); sega rohana:ia marah; hasesega:kerusakan; kemarahan; panegai:perusak; pengacau.
B8850,sege,marsege:mengayak; menampi; membersihkan beras; segesege = anduri; juga = monis
B8851,sego,sego=sega
B8852,sehang,kangkang mengenai kaki; pasehanghon pat:mengangkangkan kaki; merenggangkan kaki.
B8853,sehe,sambil memohon; sambil meminta; manehenehe:meminta; memohon; bermohon-mohon.
B8854,sehuk,terkepak tangan; bengkok dan kaku mengenai lengan.
B8855,sekka,seka; sekka tangan:handuk; kain lap tangan.
B8856,seksek,bocor mulut; orang memberitahukan kepada orang segala sesuatu yang dimilikinya.
B8857,selak,tidak nyambung; tidak sesuai; tidak dapat menyatukan diri; manelak:saling menghayut; membuat supaya berkelahi; tarselak:tidak terwujud; terbengkalai; tak terlaksana.
B8858,selasa,ari selasa:hari selasa.
B8859,selep,selip; cerdik mengenai orang yang di belakang kata-katanya menyembunyikan arti rahasia; parselep:orang yang suka menyelipkan kata-kata; seorang cerdik yang menyusun kata-katanya sedemikian rupa sehingga orang tidak dapat menangkapnya atau dengan sengaja memutar balikkan kata-kata yang diucapkan contoh orang katakan:huseat amakki:kupotong tikarku dan dia mau mengertikan:huseat amanghi:kupotong ayahku hal mana diucapkan serupa saja.
B8860,selesele,kertas rombengan; sesuatu yang diberikan sewaktu makan kepada orang-orang yang datang untuk itu.
B8861,selesele,selesele = salapa:tempat sirih.
B8862,sele-sele,kertas buram untuk corat-coret
B8863,selong,mata selong:juling.
B8864,selu,tiba-tiba marah sehingga menyakitkan orang; meledak marah.
B8865,sembat,pengganti; silihat:(= singkat); marsembat:memberikan pengganti; punya pengganti; manembat:memanjarkan; mendahulukan persekot.
B8866,seme,seme hubege:tidak jelas saya dengar; samar-samar kedengaran; dipasemesemehon hatana:dia menyusun kata-katanya sedemikian rupa sehingga orang ketiga tidak mengerti tujuan kata-kata itu.
B8867,semet,pendek dan padat contoh rambut; lombu sisemet:lembu berbulu pendek dan padat; semetsemet:sejenis semut kecil.
B8868,semo,parsemosemohon hatana:dia bicara kurang jelas; dipersemusemukan bicaranya.
B8869,semok,sulit diperoleh; sulit untuk dicari mengenai benda-benda kecil.
B8870,sempar,sempar=mampar. semporong:semprong; kaca lampu.
B8871,semsem,tidak penuh betul; kurang penuh.
B8872,semuk,juga:simuk; semok:datang dengan tiba-tiba.
B8873,sen,sen.
B8874,sendal,melekuk keluar; bingkai yang menahan atap; lebih tepat:latlat yang menahan bingkai itu.
B8875,sende,selendang sutera; kain sutera memakai pola ular; sende sihulimat:tali kepala; yang halus; talitali sende:idem; juga:sasende:ular belang.
B8876,sendor seddor,cendol
B8877,senen,ari senen:hari senin.
B8878,senget; longot-longot,perilaku tak menentu
B8879,sengke,sulit ditangani; sulit untuk diperlakukan mengenai orang dan kayu yang dikerjakan; sengke ajaran:sukar untuk dididik; sengke paulion:sulit untuk dikerjakan.
B8880,sengki sekki,tinggal tunggu satu lagi
B8881,sengsang,tidak sah; batal; dihapuskan; tidak berlaku me-ngenai undang-undang; manengsang:menghapuskan; memperhentikan; membatalkan; mencabut.
B8882,sengseng,gundah; tidak tetap.
B8883,seno,tajam mengenai mata; tajam pandangan.
B8884,sense,manensenense:menghalai-balaikan kaki; menggeser-geserkan kaki.
B8885,senteng setteng,centeng
B8886,senter setter,lampu baterai
B8887,seo,biaya; cukai; bea; pajak; sewa; upeti. seok:bunyi yang dibuat pedang sewaktu dilayamkan; patuseok; berlayaman; gemerencing pedang.
B8888,seol,sumeolseol:menggoyang-goyang; mengeleng kepala (bdk eol).
B8889,sep,magomago sep:hilang secara perlahan-lahan sampai habis sama sekali.
B8890,sepo,manepo:mengacaukan sesuatu yang telah jelas; membuat sesuatu yang jelas menjadi kabur; diseposepo alusna:atas pertanyaan yang jelas diberi jawaban yang tidak jelas.
B8891,sepsep,sepsep=sopsop
B8892,seput,seput = gogot
B8893,sera,serasera:kutil-kutil; bonggol; yang kecil pada kulit manusia; buah kutil pinasa:yang sudah membusuk sebelum masak dan menjangkit kepada yang lain; marserasera:berkutil-kutil contoh pada lidah; manindang serasera:kedinginan hingga kulit berkutil-kutil; berdiri bulu kulit.
B8894,serak,marserak:berserak; parserahan:berserakan; hal berserak; pertebaran; haserahan:idem.
B8895,sera-sera,buah nagka muda
B8896,serbeng,melihat:at dengan sudut mata; mengintip dari samping untuk melihat:at seseorang contoh gadis-gadis; mata manerbeng:mata yang mengatakan sesuatu kepada seseorang; mengerling; melirik; main mata.
B8897,sere,i. emas; parserean:kekayaan. ii. manerehon:dipotong berkerat-kerat; membagi-bagi.
B8898,serep,dekat tanah; di bawah; rendah hati; tidak angkuh (lawan:ginjang); habang manerep:terbang dekat tanah; serep ni roha:kerendahan hati; haserepon:idem; marserep ni roha:dengan rendah hati; dipaserep rohana:dia merendahkan hatinya; manerepnerep hata:dia berbicara ramah; tetapi sedemikian rupa sehingga kata-katanya berpengaruh; bicaranya merendah.
B8899,seret,cerek; ceret (tempat air).
B8900,serhe,lembut; ramah mengenai kata-kata.
B8901,sernep,mengantuk; lelap; nyenyak tidur.
B8902,serong,serong = detar; saserong:sebesar; destar; surjan.
B8903,serser,manerser:menggesekgesekkan; menggeser kaki sewaktu menginjak padi atau sewaktu menari; panerser ni hata:permulaan pidato; serser:sedikit; tidak berarti; serser parangena:perangainya adalah sedang; p.b.; jolo serser asa tortor; jolo tektek asa gondang:dulu geser kaki baru menari; duluan menata irama baru berdendang; artinya:yang lebih dulu baru yang lain.
B8904,sesa,hapus; terhapus mengenai tulisan seperti tulisan dari papan tulis; diampuni; sesa ahu = apus ahu:saya mau dikutuk; manesa:menghapus; mengampuni; tarsesa:diampuni; hasesaan:pengampunan; pasesahon:mengampunkan; masisesaan dosa:saling mengampuni kesalahan; saling memaafkan.
B8905,sese,i. sejenis insek yang pada pagi hari memperdengarkan bu-nyi yang resik; jangkrik; manghuling sese:saat sepi sehingga terdengar bunyi insek-insek kecil. ii. sasese:segala sesuatu yang dijadikan; ribuan.
B8906,sesep,diam-diam tapi berisi
B8907,set,cat; pewarna.
B8908,setan,setan = begu; setan ni porhas:cahaya kilat; bodil setan:bedil setan; mengatakan:hapandean ni begu:kecerdikan setan.
B8909,seto,marseto:tidak dapat dimengerti; dipahami; bingung mengenai sesuatu yang tidak dimengerti; marseto ma i:itu saya tidak mengerti; kiamatlah itu.
B8910,seur,serong; contoh cara menyeberangi arus sungai.
B8911,si,i. penunjuk nama:si pintor; si anu; juga pada nama daerah; sungai; gunung dsb:si lindung; si geaon; si tarindak; sibuat na loja:tempat orang beristirahat; siboan barita:sipembawa berita; umumnya "si" menunjukkan orang dengan kata benda; siganjang obuk:yang mempunyai rambut panjang; silas ni roha:gembira; girang; horbo sitingko tanduk:kerbau yang bertanduk bengkok; sipaingot:teguran; nasehat. ii. juga prefiks gerundium:sibahenon:apa yang harus dibuat; siboanon:apa yang harus dibawa; muatan; on do sidohononmu:ini yang harus engkau katakan; hata siingoton:kata yang harus diingat.
B8912,si ginjang roha,orang yang tinggi hati
B8913,si gurbak ulu,orang pemalas
B8914,si minik,si kecil; cucu-cicit
B8915,si tomas,orang yang tak mau mempercayai teman
B8916,sia,i. sembilan; pasiahon:ke-sembilan; yang ke-sembilan; sipahasia:nama bulan ke-sembilan; siasia:abjad; sebenarnya:dasar; subtansi; mula-mula; siasia ni tano on:elemen-elemen:elemen bosi; tombaga; perak; simbora; bosi na pir (= platina?); sere; batu (batu permata); burta dsb; dan logam-logam seperti itulah dibuat datu peluru terhadap mana siapapun tidak dapat kebal. ii. sejenis tumbuhan yang daunnya bila dicampur dengan kapur dipakai sebagai obat mata.
B8917,siadopan,suami atau isteri
B8918,siadosan,abang-adik semarga; (bahasa ratapan)
B8919,siadu na habang,tidak mau realistis
B8920,siaginon,derita; parniahapan: parniahapan
B8921,siahapon,nasib
B8922,siahut tu dirina,mementingkan dirinya sendiri; perilaku memperkaya diri sendiri.
B8923,siak,pedas; pedis; tajam contoh cabai; maniak:nyeri; pedih karena sakit; maniak butuhangku:perutku menggigit artinya:saya lapar; siak ni bagi:kemiskinan; merana; kemeranaan; marsiak bagi:miskin; pasiaksiakhon:menyakiti; menyiksa.
B8924,sial,orang yang bernasib buruk; tidak mujur; yang sial; yang tidak sedikitpun berhasil; marnasial tanganna manjama:tangan yang sial.
B8925,siala,i. ala. ii. silang kecil pada tulisan batak yang menandakan bunyi "o"; hasialan:idem. iii. siala:nama sejenis tumbuhan yang bunganya dapat dimakan.
B8926,sialabane,nama bagian; jatah; peruntukan; yang berlangsung pada upacara sewaktu menikahkan seorang gadis; sialabane ni na torop; sialabane ni suhut.
B8927,sialak,sialak=singgalak
B8928,siallang gana,bernai bersumpah palsu
B8929,siallang gana,mau makan sumpah
B8930,siallang gara,mau berkelahi dalam ketidakbenarannya
B8931,siam,ikan asin yang diimpor dari siam. sian:kata depan:dari; sian dia? dari mana? sian huta an:dari kampung itu; sian na so binotomi:dari tempat yang engkau tidak tahu; = karena engkau tidak tahu; pada komperatif:daripada; umpintor do ahu sian ho:saya lebih adil dari pada engkau; lebih jujur dia daripada engkau.
B8932,siamun,kanan
B8933,sian,dari; sian i: dari situ
B8934,siang,teduh; reda; terang; buha siang ari:ari fajar; sudah pagi; siang udan:hujan sudah berhenti; hasiangan:cahaya; sinar; olat ni dung huida hasiangan on:semenjak aku melihat:at cahaya; artinya selama hidupku; hasiangan on:dunia terang ini sebagai lawan tempat orang mati yang gelap.
B8935,siang malam,sejenis pakaian mahal yang menyerupai sutera.
B8936,sianggian,adik; si bungsu
B8937,sianggo timus,pura-pura bertamu saat jam makan agar diajak.
B8938,siangkup ni nadenggan,teriring perbuatan baik
B8939,siannia galangon,siannia galangon = ruma (and).
B8940,siannia tungkolon,siannia tungkolon = sopo (and).
B8941,siap,i. habis; hancur; terkutuk; siap ahu:kutuk; habis aku; hancur kau; saya mau terkutuk; maniaphon:menghancurkan; menghabisi; membinasakan; marsiapsiap bohi:berpura-pura; hasisiap:binasa; kehancuran. ii. siap ari:setiap hari; hangoluan siap ari:makanan setiap hari; penghidupan setiap hari; sehari-hari.
B8942,siar,surup; merasuk; turun kemedium mengenai roh (begu) orang yang meninggal; medium ini menjadi tidak sadar dan dari dialah berbicara roh itu; begu siar:roh yang turun; hantu surup; hantu yang merasuk kepada seseorang; siarsiaran:kesurupan; kerasukan roh; kesetanan; hasiaran ni begu:medium yang dihinggapi roh; siar:juga dikatakan terhadap marah atau kebodohan (siar oto tu ibana); paniaran:semua perempuan yang termasuk satu horja oleh sebab pada merekalah dapat hinggap roh nenek moyang hal mana tidak mungkin pada perempuan dari horja lain; isteri; bini (dalam arti umum).
B8943,siarudan,palang penyokong padi agar tidak rebah; juga:kawan; penyokong; penolong.
B8944,siarum,lihat:arum
